statistic_yyy,district_code,site_id,village,edu_age_15up_total,edu_doctor_graduated_m,edu_doctor_graduated_f,edu_doctor_ungraduated_m,edu_doctor_ungraduated_f,edu_master_graduated_m,edu_master_graduated_f,edu_master_ungraduated_m,edu_master_ungraduated_f,edu_university_graduated_m,edu_university_graduated_f,edu_university_ungraduated_m,edu_university_ungraduated_f,edu_juniorcollege_2ys_graduated_m,edu_juniorcollege_2ys_graduated_f,edu_juniorcollege_2ys_ungraduated_m,edu_juniorcollege_2ys_ungraduated_f,edu_juniorcollege_5ys_final2y_graduated_m,edu_juniorcollege_5ys_final2y_graduated_f,edu_juniorcollege_5ys_final2y_ungraduated_m,edu_juniorcollege_5ys_final2y_ungraduated_f,edu_senior_graduated_m,edu_senior_graduated_f,edu_senior_ungraduated_m,edu_senior_ungraduated_f,edu_seniorvocational_graduated_m,edu_seniorvocational_graduated_f,edu_seniorvocational_ungraduated_m,edu_seniorvocational_ungraduated_f,edu_juniorcollege_5ys_first3y_ungraduated_m,edu_juniorcollege_5ys_first3y_ungraduated_f,edu_junior_graduated_m,edu_junior_graduated_f,edu_junior_ungraduated_m,edu_junior_ungraduated_f,edu_juniorvocational_graduated_m,edu_juniorvocational_graduated_f,edu_juniorvocational_ungraduated_m,edu_juniorvocational_ungraduated_f,edu_primary_graduated_m,edu_primary_graduated_f,edu_primary_ungraduated_m,edu_primary_ungraduated_f,edu_selftaughtl_m,edu_selftaughtl_f,edu_illiterate_m,edu_illiterate_f
107,65000010013,新北市板橋區,光華里,2492,6,7,3,2,119,59,19,19,295,323,92,62,97,68,11,6,61,68,4,5,74,111,22,29,171,210,38,22,10,4,93,146,13,8,3,2,0,0,57,133,1,8,0,2,0,9
107,65000010014,新北市板橋區,國光里,3497,23,9,5,5,211,109,39,34,497,471,133,116,115,127,14,16,111,100,6,2,97,123,62,66,163,264,54,24,4,7,76,130,19,13,0,3,0,0,40,159,4,21,0,3,1,21
107,65000010015,新北市板橋區,港尾里,2632,7,1,9,3,109,89,24,19,292,369,108,74,73,82,9,8,82,82,3,4,81,81,42,42,165,203,40,39,3,14,105,115,15,17,1,2,1,0,60,133,1,10,1,3,1,10
107,65000010016,新北市板橋區,金華里,3622,5,0,3,1,79,52,25,20,330,371,97,111,109,113,36,17,76,66,9,2,104,118,58,43,304,274,80,53,6,13,219,268,27,27,1,4,2,3,144,283,10,24,5,0,3,27
107,65000010017,新北市板橋區,港德里,4394,11,3,7,1,113,73,34,21,379,439,138,112,118,129,19,25,93,93,8,3,121,136,79,39,359,357,106,80,16,11,265,265,38,45,5,5,3,0,190,369,7,28,2,9,6,34
107,65000010018,新北市板橋區,民權里,2450,8,5,5,1,100,53,18,11,295,289,67,72,83,68,12,9,70,57,2,2,73,97,23,28,191,200,40,23,4,11,83,123,13,18,7,5,0,0,67,172,6,16,1,8,1,13
107,65000010019,新北市板橋區,建國里,3302,9,1,4,1,87,47,27,11,301,385,99,80,107,102,22,14,78,66,8,7,117,108,25,47,245,254,74,44,7,11,195,206,25,19,2,2,2,0,132,259,12,25,1,6,3,25
107,65000010020,新北市板橋區,漢生里,3733,23,5,9,5,185,111,37,40,458,490,116,85,119,132,27,17,116,102,7,3,112,127,42,57,241,295,51,33,4,9,119,162,22,23,3,4,0,0,100,198,6,17,2,3,0,16
107,65000010021,新北市板橋區,公舘里,3453,6,2,8,2,104,66,27,24,350,365,123,106,89,100,24,19,107,81,11,6,103,107,61,44,256,299,71,48,14,17,175,189,22,12,3,6,0,1,128,217,9,12,1,8,4,26
107,65000010022,新北市板橋區,新民里,3842,8,5,8,3,161,87,34,24,457,459,116,99,113,139,12,14,109,109,6,7,142,127,55,68,246,315,57,46,12,17,174,207,17,21,5,4,0,0,105,195,5,23,2,9,2,18
107,65000010023,新北市板橋區,幸福里,3590,5,0,2,2,91,50,28,15,318,357,126,106,118,86,25,22,73,79,6,7,117,115,53,35,295,273,92,57,9,15,203,236,29,22,5,3,1,3,161,264,9,37,2,10,2,26
107,65000010024,新北市板橋區,忠誠里,3726,26,4,7,2,198,108,31,26,508,502,141,118,114,146,21,14,137,109,9,4,124,136,62,33,184,268,40,38,14,14,89,181,15,12,0,7,0,1,42,195,4,13,2,7,1,19
107,65000010025,新北市板橋區,百壽里,2356,5,2,4,1,83,54,21,20,222,279,80,70,68,86,10,15,62,51,8,4,94,78,43,38,142,188,50,25,3,12,103,151,14,22,1,2,0,0,69,157,3,5,0,2,2,7
107,65000010026,新北市板橋區,介壽里,2747,2,1,2,2,77,52,12,15,274,305,87,80,85,103,23,9,73,66,7,9,101,85,34,40,212,235,47,40,4,12,111,137,24,20,1,5,3,0,109,182,5,18,1,9,1,27
107,65000010027,新北市板橋區,新埔里,1945,5,2,3,1,59,55,12,16,207,214,75,51,67,61,8,9,63,48,2,6,61,64,28,24,130,145,24,25,8,6,80,123,16,13,3,0,0,0,69,133,8,7,2,3,1,8
107,65000010028,新北市板橋區,華江里,6418,24,16,10,7,380,242,72,56,762,1010,226,185,163,237,29,18,157,208,14,7,160,188,96,115,313,486,90,65,10,22,212,307,40,51,2,4,0,0,119,249,11,20,2,8,0,25
107,65000010029,新北市板橋區,江翠里,4533,13,4,9,2,156,103,32,28,406,480,148,123,135,123,30,17,106,81,10,5,131,122,77,58,386,373,130,82,9,13,249,277,24,26,2,5,3,0,173,287,8,31,1,9,4,42
107,65000010030,新北市板橋區,純翠里,4944,6,3,4,1,160,89,34,20,488,574,152,160,146,162,34,19,133,107,5,4,144,137,81,60,380,402,119,66,8,26,250,303,41,29,5,7,1,2,174,324,17,18,5,15,2,27
107,65000010031,新北市板橋區,溪頭里,5457,12,3,8,3,181,99,29,22,549,611,217,136,132,146,37,24,129,109,11,7,183,177,87,85,412,459,130,83,7,19,272,322,38,31,2,3,2,5,215,368,5,25,4,8,9,41
107,65000010032,新北市板橋區,聯翠里,3386,14,8,10,8,176,131,35,22,376,509,130,91,73,119,9,14,94,75,2,8,97,72,53,68,197,239,52,36,5,11,138,151,20,18,2,3,1,2,87,191,5,12,1,3,3,15
107,65000010033,新北市板橋區,宏翠里,4439,7,3,10,3,143,98,36,34,466,539,122,140,125,173,31,24,100,107,6,5,131,164,57,44,297,351,105,80,14,17,220,258,33,34,2,4,0,0,138,229,11,30,8,15,2,23
107,65000010034,新北市板橋區,仁翠里,2622,3,0,1,1,51,26,18,6,190,260,79,57,76,77,21,12,58,44,7,2,92,92,33,27,203,200,59,51,8,6,173,175,25,17,2,0,1,2,150,238,10,22,4,5,5,33
107,65000010035,新北市板橋區,新翠里,7197,26,5,16,5,275,163,50,56,778,917,290,262,183,263,44,37,171,169,16,9,248,250,119,118,466,518,135,95,17,27,316,388,44,35,10,9,2,7,212,341,17,34,3,14,3,34
107,65000010036,新北市板橋區,吉翠里,3427,4,2,0,0,70,31,16,12,281,339,116,109,97,93,20,9,58,66,10,4,120,104,45,37,268,300,107,84,10,16,223,248,32,26,4,4,1,1,162,221,14,25,0,9,1,28
107,65000010037,新北市板橋區,德翠里,6492,8,7,10,5,226,124,62,50,678,809,241,203,201,265,44,28,141,159,12,4,185,163,104,105,460,522,160,107,26,23,327,390,44,33,1,3,1,0,183,317,6,29,3,4,0,19
107,65000010038,新北市板橋區,滿翠里,2746,3,1,2,0,54,30,15,7,193,269,83,86,62,84,23,11,63,60,3,1,107,87,32,28,224,225,81,61,5,11,161,186,23,19,3,3,3,0,147,228,10,15,1,5,7,24
107,65000010039,新北市板橋區,明翠里,4416,10,2,3,1,134,79,25,22,428,451,134,124,119,122,28,24,116,87,8,5,130,144,66,66,351,335,79,60,9,15,261,311,40,30,3,4,2,0,174,324,13,38,4,4,3,28
107,65000010040,新北市板橋區,松翠里,3078,4,5,6,3,93,66,31,20,301,346,99,82,78,101,24,7,89,58,7,6,112,107,44,55,232,254,66,47,6,10,138,160,23,16,6,6,1,1,118,214,3,11,0,2,2,18
107,65000010041,新北市板橋區,柏翠里,3751,14,2,3,3,124,98,30,29,387,511,136,93,73,125,25,22,81,114,4,3,121,120,58,42,271,296,81,46,8,7,182,173,27,19,6,3,0,1,113,246,7,21,1,3,2,20
107,65000010042,新北市板橋區,龍翠里,4635,11,3,6,4,180,134,40,29,493,553,169,132,119,146,25,17,105,112,7,7,123,137,77,63,320,355,104,72,9,15,203,237,29,23,2,5,2,1,185,271,12,40,3,12,7,36
107,65000010043,新北市板橋區,華翠里,3208,8,6,2,1,142,89,35,23,344,396,105,103,64,108,14,7,88,78,6,4,98,111,40,52,249,250,62,37,3,8,142,164,14,18,2,10,0,2,92,176,3,21,0,5,2,24
107,65000010044,新北市板橋區,忠翠里,9248,50,21,31,6,580,381,125,95,1142,1402,333,330,223,368,45,32,240,300,23,13,211,293,191,165,433,636,119,94,17,32,269,342,46,39,8,7,1,1,167,322,21,40,1,9,7,37
107,65000010045,新北市板橋區,嵐翠里,2263,2,1,0,1,42,25,16,11,171,175,73,50,59,61,18,7,44,53,6,4,102,67,17,19,194,214,71,60,8,9,170,173,16,14,0,2,1,0,105,153,7,12,1,8,2,19
107,65000010046,新北市板橋區,文翠里,3731,7,1,6,1,121,58,27,21,372,432,126,119,85,115,25,18,100,76,12,4,115,125,52,38,270,310,73,50,12,12,190,207,24,24,8,3,1,0,164,268,7,12,1,7,4,28
107,65000010047,新北市板橋區,青翠里,2768,3,2,3,0,73,38,12,11,234,243,92,76,76,69,10,9,63,53,4,0,84,74,44,34,227,240,93,32,9,9,228,204,20,20,1,2,3,0,109,198,10,20,2,8,4,22
107,65000010048,新北市板橋區,懷翠里,5553,13,6,5,2,126,80,31,31,484,519,213,180,180,169,32,21,114,101,10,9,167,172,83,61,423,461,157,106,17,24,373,405,45,33,1,3,1,1,221,348,13,40,8,20,0,44
107,65000010049,新北市板橋區,福翠里,1224,2,1,1,0,17,13,7,7,106,104,35,41,31,25,11,10,32,22,1,3,61,56,13,9,103,104,31,18,0,4,86,78,4,7,1,1,1,1,65,94,1,7,0,2,1,7
107,65000010050,新北市板橋區,港嘴里,5598,15,6,6,0,164,92,44,35,587,620,203,140,148,177,40,24,142,112,11,8,149,163,76,66,447,484,136,78,14,13,290,360,51,35,5,5,2,1,201,357,15,28,1,14,4,29
107,65000010051,新北市板橋區,振興里,4122,3,1,2,2,92,67,24,8,370,402,127,113,118,114,19,26,93,74,10,5,167,134,64,54,365,339,88,58,9,10,236,283,39,34,1,3,0,1,163,303,6,29,7,7,9,43
107,65000010052,新北市板橋區,振義里,3911,4,2,6,2,91,53,22,17,319,324,128,114,97,112,20,24,104,79,8,5,131,128,59,59,335,341,112,64,7,22,241,230,37,28,6,3,5,0,174,282,15,33,1,13,5,49
107,65000010053,新北市板橋區,光復里,3078,6,1,7,3,100,52,26,26,259,313,106,81,96,97,18,12,81,86,10,5,99,95,46,38,239,265,90,53,8,16,187,134,23,24,3,5,1,0,122,188,11,15,3,2,2,24
107,65000010054,新北市板橋區,埔墘里,5778,16,5,9,1,164,122,36,24,598,687,209,195,156,163,32,30,172,132,12,7,161,198,79,67,415,508,129,70,16,19,294,340,39,41,4,3,5,2,183,336,10,31,3,12,2,41
107,65000010055,新北市板橋區,長壽里,2659,9,2,4,2,73,50,14,9,299,296,95,71,82,75,17,12,70,61,8,4,99,89,50,33,198,225,51,33,6,6,115,150,16,12,2,1,0,1,89,179,7,15,2,5,5,17
107,65000010056,新北市板橋區,福壽里,3087,8,4,1,1,116,66,28,11,362,344,114,93,77,82,25,11,84,65,5,5,122,109,56,60,195,241,57,35,5,4,158,189,16,15,2,2,1,1,94,167,5,18,2,11,2,18
107,65000010057,新北市板橋區,海山里,6821,18,12,18,2,305,181,66,50,718,876,275,257,177,253,32,21,153,174,13,6,214,219,118,133,428,544,120,83,18,32,235,343,46,43,6,8,0,0,202,335,15,29,1,9,3,30
107,65000010058,新北市板橋區,九如里,2611,4,1,1,2,56,27,23,11,223,289,98,86,61,78,10,7,53,56,7,3,99,96,41,27,215,215,71,61,4,8,138,131,31,21,3,1,1,1,95,187,8,22,1,5,5,28
107,65000010059,新北市板橋區,玉光里,4767,9,4,7,1,138,82,43,33,451,532,150,143,149,173,19,26,108,120,7,5,128,164,78,73,341,417,97,87,12,31,239,284,28,31,4,1,1,0,179,277,10,35,4,8,5,33
107,65000010060,新北市板橋區,光仁里,2596,5,0,1,0,75,52,12,16,251,305,88,79,87,80,10,13,64,61,7,3,77,82,46,37,199,208,54,36,3,9,131,133,16,13,2,3,0,1,116,184,7,13,0,4,1,12
107,65000010061,新北市板橋區,埤墘里,3911,9,5,8,3,143,106,22,21,360,495,122,115,109,141,20,16,97,104,8,8,123,90,68,40,283,304,90,51,11,14,202,245,14,22,3,1,1,3,132,233,5,19,5,12,4,24
107,65000010062,新北市板橋區,永安里,3111,9,1,2,2,109,52,24,14,300,357,99,79,84,98,25,16,75,63,6,4,86,103,30,54,226,243,74,47,12,13,158,168,26,23,1,3,3,0,131,220,12,20,1,7,0,31
107,65000010063,新北市板橋區,雙玉里,3683,6,4,4,1,101,67,31,26,288,337,115,107,101,131,16,21,98,77,12,6,112,114,55,81,281,317,112,60,6,15,219,225,32,35,3,3,0,1,144,238,7,21,1,9,3,40
107,65000010064,新北市板橋區,廣新里,3191,2,2,3,0,80,35,7,12,263,302,89,81,90,102,15,16,62,57,8,7,128,113,57,43,243,270,105,63,9,9,199,227,27,25,0,1,1,0,136,221,8,26,4,6,5,32
107,65000010065,新北市板橋區,深丘里,7465,42,15,14,6,431,281,92,72,952,1177,274,252,214,289,32,34,240,219,15,11,189,203,139,126,384,543,104,68,18,15,202,262,50,50,4,5,2,0,120,256,13,23,2,4,2,19
107,65000010066,新北市板橋區,香丘里,3298,6,3,10,4,106,71,36,21,313,416,104,99,94,118,22,19,83,67,6,6,108,85,50,47,250,268,54,35,9,14,139,191,25,21,2,6,1,1,133,198,3,16,1,12,5,20
107,65000010067,新北市板橋區,西安里,2481,7,3,1,0,82,63,15,18,256,267,91,85,81,70,16,5,58,59,3,4,90,70,42,38,165,181,54,35,6,5,125,171,19,18,1,1,1,1,64,152,4,16,4,5,6,23
107,65000010068,新北市板橋區,東丘里,4126,11,0,4,4,130,88,36,26,384,450,128,115,106,153,32,17,105,82,4,7,126,131,67,65,312,322,84,65,11,22,194,214,39,34,10,7,2,1,167,297,10,20,0,10,2,32
107,65000010069,新北市板橋區,長安里,4012,18,2,8,3,149,123,42,29,418,502,148,122,135,143,24,17,99,91,4,8,105,119,85,65,292,372,77,45,12,15,141,212,17,24,3,4,0,0,122,162,8,17,1,3,1,25
107,65000010070,新北市板橋區,福丘里,4235,34,17,14,9,284,214,38,37,570,713,158,143,105,165,13,17,148,166,5,4,109,143,67,84,166,301,32,28,10,11,59,104,22,26,3,0,0,0,55,127,3,17,1,3,1,9
107,65000010071,新北市板橋區,福祿里,3503,17,1,5,4,112,100,32,38,361,450,114,108,107,128,16,12,96,75,5,5,105,112,72,50,241,291,65,42,7,7,130,191,18,34,4,3,0,0,103,185,5,20,4,5,1,22
107,65000010072,新北市板橋區,民族里,3972,20,7,9,1,196,130,54,28,494,557,138,110,128,182,19,15,128,115,7,7,76,92,64,60,254,300,52,52,14,14,107,132,16,23,2,2,0,1,113,204,7,19,0,4,4,15
107,65000010073,新北市板橋區,國泰里,3224,6,0,4,4,115,88,20,20,307,368,115,96,112,130,16,15,85,87,8,6,93,97,64,59,215,236,60,37,10,17,144,171,24,23,2,3,2,1,87,218,16,14,2,8,2,17
107,65000010074,新北市板橋區,福德里,4654,8,10,10,2,168,113,42,32,485,510,162,141,138,141,27,16,140,115,14,7,122,139,81,57,361,383,99,68,17,16,204,219,33,23,1,5,1,0,164,312,12,24,0,5,3,24
107,65000010075,新北市板橋區,景星里,3119,13,2,4,3,134,112,29,27,331,400,103,100,86,100,16,17,118,75,8,4,98,115,35,37,226,266,40,38,6,12,109,149,14,18,0,3,0,0,70,165,4,14,4,4,0,10
107,65000010076,新北市板橋區,福星里,3243,13,11,8,5,143,87,29,31,390,421,127,109,87,110,12,12,106,89,3,2,103,109,67,51,210,236,41,36,6,15,114,166,11,12,1,4,0,1,64,172,2,10,2,4,2,9
107,65000010077,新北市板橋區,鄉雲里,3480,17,6,8,5,118,81,31,28,398,451,116,99,97,148,23,14,89,100,2,1,103,114,56,51,229,262,51,42,6,8,148,171,19,20,4,2,2,0,98,215,7,18,0,1,5,16
107,65000010078,新北市板橋區,廣德里,6118,22,7,12,7,249,162,52,54,667,736,212,209,153,196,27,23,187,158,11,6,175,173,90,79,516,586,114,64,12,20,213,279,30,18,1,4,0,1,184,341,13,24,1,7,1,22
107,65000010079,新北市板橋區,大豐里,4282,6,1,4,2,137,74,36,15,408,495,149,138,147,155,24,18,131,96,10,7,114,116,59,64,356,362,100,60,15,14,191,220,24,30,4,3,0,1,140,305,8,26,2,5,0,10
107,65000010080,新北市板橋區,重慶里,7820,13,3,10,3,228,156,65,45,843,884,276,245,234,260,32,36,218,206,13,14,246,237,124,109,598,678,162,131,18,30,389,452,56,33,8,5,0,0,213,465,16,34,3,8,0,21
107,65000010081,新北市板橋區,仁愛里,2914,5,3,5,1,92,45,28,13,327,315,105,64,112,118,17,14,112,66,9,4,123,121,32,36,214,260,47,27,12,7,121,174,10,21,2,2,0,0,57,175,4,4,0,1,0,9
107,65000010082,新北市板橋區,和平里,3310,18,4,7,3,212,143,30,28,422,511,97,97,107,155,20,17,80,97,7,3,78,90,48,51,190,249,48,34,8,11,83,125,11,17,2,3,0,0,60,116,5,9,1,1,1,11
107,65000010083,新北市板橋區,廣福里,3719,12,0,1,1,110,58,26,18,330,374,112,120,116,147,31,20,88,89,7,7,119,117,72,61,307,326,89,62,6,17,207,225,21,19,2,3,3,2,120,201,9,31,3,6,2,22
107,65000010084,新北市板橋區,華興里,3898,16,1,4,1,134,71,27,22,396,476,129,135,117,116,29,15,106,93,9,6,114,114,53,46,291,351,88,62,10,16,169,215,26,20,5,2,1,0,117,234,6,15,1,13,3,23
107,65000010085,新北市板橋區,華貴里,2397,4,1,3,0,58,38,16,12,220,263,79,54,63,60,15,14,60,40,4,4,114,96,24,35,178,170,35,38,3,9,139,151,11,20,1,1,0,0,103,222,6,17,0,2,0,14
107,65000010086,新北市板橋區,華德里,6423,18,6,9,2,231,180,65,38,643,777,221,193,206,231,40,34,170,175,12,7,199,217,82,81,458,527,116,84,13,25,304,396,30,39,6,3,0,0,190,335,11,17,2,7,5,18
107,65000010087,新北市板橋區,華東里,6877,43,18,13,11,436,274,85,74,935,1037,249,224,180,219,34,30,235,211,15,6,171,204,106,105,346,479,81,71,11,15,182,258,36,27,4,2,4,0,131,267,5,19,1,8,1,14
107,65000010088,新北市板橋區,信義里,3888,4,1,2,2,111,74,20,21,378,393,109,101,95,119,30,15,105,87,6,1,113,133,45,35,364,318,94,60,10,15,233,209,22,23,2,1,0,0,142,322,13,22,3,9,2,24
107,65000010089,新北市板橋區,浮洲里,3509,3,1,4,0,59,29,21,10,275,341,104,89,96,80,22,16,47,44,11,4,125,117,52,40,309,284,113,73,6,14,278,260,21,21,2,3,1,1,174,249,25,26,4,10,2,43
107,65000010090,新北市板橋區,華中里,4848,1,0,3,0,89,48,22,23,392,469,147,123,114,112,34,16,74,69,12,6,149,140,61,49,498,406,131,88,12,28,377,385,46,37,3,0,3,3,224,349,15,43,5,11,2,29
107,65000010091,新北市板橋區,僑中里,3846,2,3,5,0,84,49,26,24,394,400,149,106,91,110,26,19,57,59,4,4,125,115,51,31,332,345,98,71,9,15,254,301,17,21,1,4,2,0,165,222,4,20,1,10,1,19
107,65000010092,新北市板橋區,中山里,5878,11,4,4,5,170,105,46,23,535,626,159,162,194,215,38,28,138,105,15,7,190,173,91,73,492,528,126,93,13,19,317,341,52,42,0,5,1,0,230,370,15,44,4,20,7,42
107,65000010093,新北市板橋區,復興里,1003,3,0,0,0,13,6,6,4,87,75,19,17,31,17,3,4,15,7,0,1,64,25,16,6,88,67,31,12,3,1,94,55,15,4,3,1,0,0,100,61,12,6,11,3,8,9
107,65000010094,新北市板橋區,大安里,3610,8,0,1,0,59,40,18,22,301,344,118,87,103,91,22,18,76,55,6,5,130,91,42,38,330,282,86,56,14,15,262,250,29,30,2,3,0,2,189,308,9,30,2,5,2,29
107,65000010095,新北市板橋區,福安里,5637,11,4,12,3,214,111,37,40,702,701,137,155,223,261,32,25,131,139,10,8,160,217,70,72,416,468,106,74,10,14,201,291,38,28,3,1,1,0,149,290,9,25,3,6,1,28
107,65000010096,新北市板橋區,聚安里,4873,3,2,4,1,98,62,19,19,387,445,155,120,123,147,28,16,70,70,7,3,169,141,55,45,464,427,131,84,12,21,403,418,34,19,6,6,0,0,241,329,13,25,5,7,3,36
107,65000010097,新北市板橋區,龍安里,2594,4,1,4,0,44,29,10,11,186,241,76,62,69,79,15,14,40,30,6,0,74,76,36,29,242,223,68,56,3,7,196,160,19,23,3,1,0,0,124,249,16,24,3,7,5,29
107,65000010098,新北市板橋區,崑崙里,8917,7,4,9,5,205,129,67,53,769,910,379,346,282,298,71,43,189,190,8,10,358,351,142,137,778,798,195,168,22,28,481,510,63,49,6,5,4,2,243,469,20,39,6,20,4,45
107,65000010099,新北市板橋區,溪洲里,5373,9,3,4,2,115,89,46,15,465,545,166,169,151,151,27,23,102,102,12,5,214,153,83,80,453,475,113,110,12,17,374,407,32,26,5,3,2,0,193,342,10,31,2,7,2,26
107,65000010100,新北市板橋區,溪北里,3248,4,2,3,3,83,56,28,18,282,332,117,111,88,93,22,12,71,56,7,2,157,135,57,49,262,296,87,38,4,2,160,176,23,23,2,2,1,0,119,208,6,22,2,5,1,21
107,65000010101,新北市板橋區,香雅里,2338,3,2,0,0,69,42,19,10,228,252,73,52,60,60,14,6,63,43,6,3,89,74,36,33,169,184,51,31,7,7,128,152,20,17,2,0,0,0,110,185,5,5,0,8,3,17
107,65000010102,新北市板橋區,新生里,3920,2,1,3,2,126,56,25,22,410,459,124,89,99,124,19,20,93,54,5,1,140,126,50,36,285,298,85,55,10,14,252,248,27,23,4,1,2,1,165,294,5,27,6,9,2,21
107,65000010103,新北市板橋區,文德里,2840,15,5,5,1,107,68,23,21,323,315,94,88,85,95,21,13,72,74,6,5,107,84,49,56,196,217,51,40,15,13,107,130,16,15,1,3,0,0,86,177,6,7,0,8,5,15
107,65000010104,新北市板橋區,文化里,3068,9,3,5,7,112,84,26,24,318,382,109,94,77,102,13,11,83,74,12,2,88,73,40,36,210,217,62,40,10,10,156,145,22,23,2,0,2,0,113,213,7,23,0,5,1,23
107,65000010105,新北市板橋區,新海里,3198,3,1,2,0,65,33,18,16,309,296,107,79,72,81,33,17,50,38,3,3,121,105,38,35,258,262,101,49,6,10,234,305,28,26,1,1,2,1,149,187,7,20,2,7,1,16
107,65000010106,新北市板橋區,莒光里,2588,13,5,8,1,92,58,14,10,301,330,80,79,67,71,18,12,67,57,4,3,86,72,39,29,193,194,38,35,2,14,121,143,23,11,0,5,1,0,74,174,2,20,2,6,0,14
