page_id,page_name,type,type_sub,page_url,politician_name,party,chamber,state,district_rep,main_page,post_count
218912938487438,Steven Mayoras,figure,politician,https://www.facebook.com/stevenmayorasforcongress/,Steven Mayoras,Libertarian,House,Indiana,Indiana 4,1,51
183180288372896,Representative Todd Rokita,figure,politician,https://www.facebook.com/RepToddRokita/,Todd Rokita,Republican,House,Indiana,Indiana 4,1,2
177270959005802,Susan Brooks,figure,politician,https://www.facebook.com/SusanBrooksIN/,Susan Brooks,Republican,House,Indiana,Indiana 5,0,1
517697358277175,Congresswoman Susan W. Brooks,figure,politician,https://www.facebook.com/CongresswomanSusanWBrooks/,Susan Brooks,Republican,House,Indiana,Indiana 5,1,2
1636652663322810,Barry Welsh for District 6 - 2016,figure,politician,https://www.facebook.com/WelshForCongress2016/,Barry Welsh,Democratic,House,Indiana,Indiana 6,1,NA
367444640018564,Rep. Luke Messer,figure,politician,https://www.facebook.com/RepLukeMesser/,Luke Messer,Republican,House,Indiana,Indiana 6,0,130
267261693289557,Luke Messer,figure,politician,https://www.facebook.com/LukeMesserIN/,Luke Messer,Republican,House,Indiana,Indiana 6,1,254
495758680627202,Rich Turvey For Congress,figure,politician,https://www.facebook.com/turveyforcongress/,Rich Turvey,Libertarian,House,Indiana,Indiana 6,1,133
123884330964019,Congressman André Carson,figure,politician,https://www.facebook.com/CongressmanAndreCarson/,André Carson,Democratic,House,Indiana,Indiana 7,1,141
31116589096,Andre Carson,figure,politician,https://www.facebook.com/CarsonforCongress/,André Carson,Democratic,House,Indiana,Indiana 7,0,2
626152827458075,Cat Ping For Congress,figure,politician,https://www.facebook.com/CatPingforCongress/,Cat Ping,Republican,House,Indiana,Indiana 7,1,163
590267047806079,Drew Thompson,figure,politician,https://www.facebook.com/drewthompson21/,Drew Thompson,Libertarian,House,Indiana,Indiana 7,1,315
261395683894039,Andrew Horning,figure,politician,https://www.facebook.com/HorningForCongress/,Andrew Horning,Libertarian,House,Indiana,Indiana 8,1,105
135670516492974,Rep. Larry Bucshon,figure,politician,https://www.facebook.com/RepLarryBucshon/,Larry Bucshon,Republican,House,Indiana,Indiana 8,0,1
151186089494,Larry Bucshon,figure,politician,https://www.facebook.com/BucshonForCongress/,Larry Bucshon,Republican,House,Indiana,Indiana 8,1,123
294427483995137,Ron Drake,figure,politician,https://www.facebook.com/VoteRonDrake/,Ron Drake,Democratic,House,Indiana,Indiana 8,0,1
996153493792808,Ron Drake for Congress,figure,politician,https://www.facebook.com/Ron-Drake-for-Congress-996153493792808/,Ron Drake,Democratic,House,Indiana,Indiana 8,1,37
1454405508141090,Russell Brooksbank for Congress,figure,politician,https://www.facebook.com/electrussellbrooksbank/,Russell Brooksbank,Libertarian,House,Indiana,Indiana 9,1,NA
346146472086723,Shelli Yoder for Indiana,figure,politician,https://www.facebook.com/ShelliYoderForIndiana/,Shelli Yoder,Democratic,House,Indiana,Indiana 9,1,5
178051136001622,Representative Trey Hollingsworth,figure,politician,https://www.facebook.com/RepTrey/,Trey Hollingsworth,Republican,House,Indiana,Indiana 9,1,1
1204609126231270,Trey Hollingsworth,figure,politician,https://www.facebook.com/votetrey/,Trey Hollingsworth,Republican,House,Indiana,Indiana 9,0,NA
6683402181,Chet Culver,figure,politician,https://www.facebook.com/culverjudge/,Chet Culver,Democratic,Governor,Iowa,Iowa,1,1
339058510313,Terry Branstad,figure,politician,https://www.facebook.com/TerryBranstad/,Terry Branstad,Republican,Governor,Iowa,Iowa,1,199
106480645796,Senator Chuck Grassley,figure,politician,https://www.facebook.com/grassley/,Chuck Grassley,Republican,Senate,Iowa,Iowa,1,562
1626709737546990,Chuck Grassley,figure,politician,https://www.facebook.com/grassleyworks/,Chuck Grassley,Republican,Senate,Iowa,Iowa,0,NA
351671691660938,Senator Joni Ernst,figure,politician,https://www.facebook.com/senjoniernst/,Joni Ernst,Republican,Senate,Iowa,Iowa,0,2
586751814690068,Joni Ernst,figure,politician,https://www.facebook.com/joniforiowa/,Joni Ernst,Republican,Senate,Iowa,Iowa,1,61
203058936720356,Patty Judge,figure,politician,https://www.facebook.com/pattyjudgeforiowa/,Patty Judge,Democratic,Senate,Iowa,Iowa,1,216
590409397659219,Monica Vernon,figure,politician,https://www.facebook.com/monicavernoniowa/,Monica Vernon,Democratic,House,Iowa,Iowa 1,1,2
1525881227682050,Congressman Rod Blum,figure,politician,https://www.facebook.com/congressmanrodblum/,Rod Blum,Republican,House,Iowa,Iowa 1,0,NA
243343299056343,Rod Blum,figure,politician,https://www.facebook.com/blumforcongress/,Rod Blum,Republican,House,Iowa,Iowa 1,1,208
1000762753322580,Dr. Christopher Peters,figure,politician,https://www.facebook.com/ChristopherPetersforIowa/,Christopher Peters,Republican,House,Iowa,Iowa 2,1,NA
419965921408665,Dave Loebsack,figure,politician,https://www.facebook.com/LoebsackforCongress/,Dave Loebsack,Democratic,House,Iowa,Iowa 2,1,76
291731316748,Congressman Dave Loebsack,figure,politician,https://www.facebook.com/DaveLoebsack/,Dave Loebsack,Democratic,House,Iowa,Iowa 2,0,65
694760817309258,Rep. David Young,figure,politician,https://www.facebook.com/RepDavidYoung/,David Young,Republican,House,Iowa,Iowa 3,0,3
676031862414285,David Young,figure,politician,https://www.facebook.com/YoungForIowa/,David Young,Republican,House,Iowa,Iowa 3,1,5
497300430339513,Jim Mowrer,figure,politician,https://www.facebook.com/MowrerforIowa/,Jim Mowrer,Democratic,House,Iowa,Iowa 3,1,2
582132218593980,Kim Weaver,figure,politician,https://www.facebook.com/KimWeaverIA/,Kim Weaver,Democratic,House,Iowa,Iowa 4,1,651
118930694847615,Steve King for Congress,figure,politician,https://www.facebook.com/KingforCongress/,Steve King,Republican,House,Iowa,Iowa 4,0,344
134325379926458,Congressman Steve King,figure,politician,https://www.facebook.com/SteveKingIA/,Steve King,Republican,House,Iowa,Iowa 4,1,488
16280830222,Sam Brownback,figure,politician,https://www.facebook.com/brownbackforgovernor/,Sam Brownback,Republican,Governor,Kansas,Kansas,0,17
184999488192704,Governor Sam Brownback,figure,politician,https://www.facebook.com/govsambrownback/,Sam Brownback,Republican,Governor,Kansas,Kansas,1,279
171578807105,Jerry Moran,figure,politician,https://www.facebook.com/jerrymoran/,Jerry Moran,Republican,Senate,Kansas,Kansas,1,472
172976939494790,Pat Roberts,figure,politician,https://www.facebook.com/RobertsForSenate/,Pat Roberts,Republican,Senate,Kansas,Kansas,0,16
205694792808927,Senator Pat Roberts,figure,politician,https://www.facebook.com/SenPatRoberts/,Pat Roberts,Republican,Senate,Kansas,Kansas,1,206
550527708360787,Alan LaPolice,figure,politician,https://www.facebook.com/alanlapolice/,Alan LaPolice,Independent,House,Kansas,Kansas 1,1,357
1397624203823240,Kansas Conservatives for Alan LaPolice,figure,politician,https://www.facebook.com/Kansas-Conservatives-for-Alan-LaPolice-1397624203823244/,Alan LaPolice,Independent,House,Kansas,Kansas 1,0,NA
600721576746321,Kerry S. Burt,figure,politician,https://www.facebook.com/kb4hr/,Kerry Burt,Libertarian,House,Kansas,Kansas 1,1,38
232404617204556,"Congressman Roger Marshall, M.D.",figure,politician,https://www.facebook.com/RogerMarshallMD/,Roger Marshall,Republican,House,Kansas,Kansas 1,0,1
111324359048459,Dr. Roger Marshall,figure,politician,https://www.facebook.com/DrRogerMarshall/,Roger Marshall,Republican,House,Kansas,Kansas 1,1,2
184056779175,Tim Huelskamp for Congress,figure,politician,https://www.facebook.com/HuelskampforCongress/,Tim Huelskamp,Republican,House,Kansas,Kansas 1,1,212
991489540932346,Britani Potter for Congress,figure,politician,https://www.facebook.com/potterforthepeople/,Britani Potter,Democratic,House,Kansas,Kansas 2,1,279
1739736162938670,James Houston Bales for Congress,figure,politician,https://www.facebook.com/BalesForCongress/,James Houston Bales,Libertarian,House,Kansas,Kansas 2,1,NA
6974973662,Lynn Jenkins,figure,politician,https://www.facebook.com/replynnjenkins/,Lynn Jenkins,Republican,House,Kansas,Kansas 2,0,1
303540825400,Lynn Jenkins for Congress,figure,politician,https://www.facebook.com/votelynn/,Lynn Jenkins,Republican,House,Kansas,Kansas 2,1,122
1730515863865460,Jay Sidie for Congress,figure,politician,https://www.facebook.com/jaysidieforcongress/,Jay Sidie,Democratic,House,Kansas,Kansas 3,1,NA
154026694650252,Congressman Kevin Yoder,figure,politician,https://www.facebook.com/CongressmanKevinYoder/,Kevin Yoder,Republican,House,Kansas,Kansas 3,0,1
353545867805,Kevin Yoder,figure,politician,https://www.facebook.com/yoderforcongress/,Kevin Yoder,Republican,House,Kansas,Kansas 3,1,186
413717352077915,Matt Bevin,figure,politician,https://www.facebook.com/mattbevinforkentucky/,Matt Bevin,Republican,Governor,Kentucky,Kentucky,1,240
1499809130318970,Governor Matt Bevin,figure,politician,https://www.facebook.com/GovMattBevin/,Matt Bevin,Republican,Governor,Kentucky,Kentucky,0,NA
204039716277444,Beshear/Abramson 2011,figure,politician,https://www.facebook.com/BeshearAbramson/,Steve Beshear,Democratic,Governor,Kentucky,Kentucky,1,1
191632800884180,Mayor Jim Gray,figure,politician,https://www.facebook.com/JimGrayLexKY/,Jim Gray,Democratic,Senate,Kentucky,Kentucky,1,480
123994667639233,Senator Mitch McConnell,figure,politician,https://www.facebook.com/mitchmcconnell/,Mitch McConnell,Republican,Senate,Kentucky,Kentucky,1,615
259130650776119,Mitch McConnell,figure,politician,https://www.facebook.com/McConnellForSenate/,Mitch McConnell,Republican,Senate,Kentucky,Kentucky,0,17
54172246106,Rand Paul,figure,politician,https://www.facebook.com/RandPaul/,Rand Paul,Republican,Senate,Kentucky,Kentucky,1,2841
113975382017986,Rand Paul Revolution,figure,politician,https://www.facebook.com/RPrevolution/,Rand Paul,Republican,Senate,Kentucky,Kentucky,0,728
161355253917286,Senator Rand Paul,figure,politician,https://www.facebook.com/SenatorRandPaul/,Rand Paul,Republican,Senate,Kentucky,Kentucky,0,347
1888216188065530,Congressman James Comer,figure,politician,https://www.facebook.com/CongressmanComer/,James Comer,Republican,House,Kentucky,Kentucky 1,1,NA
117886281552,Samuel P. Gaskins,figure,politician,https://www.facebook.com/Samuel-P-Gaskins-117886281552/,Sam Gaskins,Democratic,House,Kentucky,Kentucky 1,1,3
21836146886,Brett Guthrie,figure,politician,https://www.facebook.com/Brett-Guthrie-21836146886/,Brett Guthrie,Republican,House,Kentucky,Kentucky 2,0,61
208189769312073,Congressman Brett Guthrie,figure,politician,https://www.facebook.com/CongressmanGuthrie/,Brett Guthrie,Republican,House,Kentucky,Kentucky 2,1,437
214258646163,Congressman John Yarmuth (KY-3),figure,politician,https://www.facebook.com/RepJohnYarmuth/,John Yarmuth,Democratic,House,Kentucky,Kentucky 3,1,58
18904726924,Congressman John Yarmuth,figure,politician,https://www.facebook.com/YarmuthForCongress/,John Yarmuth,Democratic,House,Kentucky,Kentucky 3,0,22
247187025354590,Calvin Sidle for US House,figure,politician,https://www.facebook.com/OfficialCalvinSidle/,Calvin Sidle,Democratic,House,Kentucky,Kentucky 4,1,214
452480994776070,Congressman Thomas Massie,figure,politician,https://www.facebook.com/RepThomasMassie/,Thomas Massie,Republican,House,Kentucky,Kentucky 4,1,241
6722039085,Congressman Hal Rogers,figure,politician,https://www.facebook.com/CongressmanHalRogers/,Hal Rogers,Republican,House,Kentucky,Kentucky 5,1,423
457461137635018,Congressman Andy Barr,figure,politician,https://www.facebook.com/RepAndyBarr/,Andy Barr,Republican,House,Kentucky,Kentucky 6,0,92
129203152966,Andy Barr,figure,politician,https://www.facebook.com/BarrForCongress/,Andy Barr,Republican,House,Kentucky,Kentucky 6,1,167
445166959012324,Nancy Jo Kemper,figure,politician,https://www.facebook.com/nancyjokemper/,Nancy Jo Kemper,Democratic,House,Kentucky,Kentucky 6,1,325
497483806955179,John Bel Edwards for Louisiana,figure,politician,https://www.facebook.com/John-Bel-Edwards-for-Louisiana-497483806955179/,John Bel Edwards,Democratic,Governor,Louisiana,Louisiana,1,213
1501432613485320,Office of Governor John Bel Edwards,figure,politician,https://www.facebook.com/LouisianaGov/,John Bel Edwards,Democratic,Governor,Louisiana,Louisiana,0,NA
51275855094,Bobby Jindal,figure,politician,https://www.facebook.com/bobbyjindal/,Piyush Jindal,Republican,Governor,Louisiana,Louisiana,1,395
80987211775,Bill Cassidy,figure,politician,https://www.facebook.com/billcassidy/,Bill Cassidy,Republican,Senate,Louisiana,Louisiana,1,6
653107798075203,Foster Campbell,figure,politician,https://www.facebook.com/FosterForLouisiana/,Foster Campbell,Democratic,Senate,Louisiana,Louisiana,1,349
745304825534862,Steve Scalise,figure,politician,https://www.facebook.com/stevescalise/,Steve Scalise,Republican,House,Louisiana,Louisiana 1,0,4
50936151681,Congressman Steve Scalise,figure,politician,https://www.facebook.com/RepSteveScalise/,Steve Scalise,Republican,House,Louisiana,Louisiana 1,1,263
197737020257085,Rep. Cedric Richmond,figure,politician,https://www.facebook.com/RepRichmond/,Cedric Richmond,Democratic,House,Louisiana,Louisiana 2,1,184
29508796823,Cedric Richmond,figure,politician,https://www.facebook.com/VoteCedricRichmond/,Cedric Richmond,Democratic,House,Louisiana,Louisiana 2,0,2
1612525842350690,Kenneth Cutno New Orleans City Council,figure,politician,https://www.facebook.com/electkennethcutno/,Kenneth Cutno,Democratic,House,Louisiana,Louisiana 2,1,350
35688701600,"Melvin L. ""Kip"" Holden",figure,politician,https://www.facebook.com/kipholden/,Kip Holden,Democratic,House,Louisiana,Louisiana 2,1,139
1564532637194000,Brett Geymann for Louisiana,figure,politician,https://www.facebook.com/geymannforlouisiana/,Brett Geymann,Republican,House,Louisiana,Louisiana 3,1,NA
6377009769,Charles Boustany Jr,figure,politician,https://www.facebook.com/charlesboustany/,Charles Boustany,Republican,House,Louisiana,Louisiana 3,1,3
388451608170372,Congressman Clay Higgins,figure,politician,https://www.facebook.com/CongressmanClayHiggins/,Clay Higgins,Republican,House,Louisiana,Louisiana 3,0,1
581436541959362,Captain Clay Higgins,figure,politician,https://www.facebook.com/captclayhiggins/,Clay Higgins,Republican,House,Louisiana,Louisiana 3,1,45
1737478399815870,Lt. Colonel Greg Ellison - ret. for Congress,figure,politician,https://www.facebook.com/gregellisonforcongress/,Greg Ellison,Republican,House,Louisiana,Louisiana 3,1,NA
481124822087520,Gus Rantz,figure,politician,https://www.facebook.com/gusrantzla/,Gus Rantz,Republican,House,Louisiana,Louisiana 3,1,233
229579810389338,Larry Rader,figure,politician,https://www.facebook.com/Larry-Rader-229579810389338/,Larry Rader,Democratic,House,Louisiana,Louisiana 3,1,64
456981051002171,Scott Angelle,figure,politician,https://www.facebook.com/AngelleforLouisiana/,Scott Angelle,Republican,House,Louisiana,Louisiana 3,1,194
558821840952523,Democrats for Scott Angelle,figure,politician,https://www.facebook.com/Democrats-for-Scott-Angelle-558821840952523/,Scott Angelle,Republican,House,Louisiana,Louisiana 3,0,13
372154186772,U.S. Representative John Fleming,figure,politician,https://www.facebook.com/RepJohnFleming/,John Fleming,Republican,House,Louisiana,Louisiana 4,0,157
245385145524887,John Fleming,figure,politician,https://www.facebook.com/FlemingforLA/,John Fleming,Republican,House,Louisiana,Louisiana 4,1,585
1625146381114540,Congressman Mike Johnson,figure,politician,https://www.facebook.com/RepMikeJohnson/,Mike Johnson,Republican,House,Louisiana,Louisiana 4,0,NA
449202631932231,Mike Johnson,figure,politician,https://www.facebook.com/MikeJohnsonLA04/,Mike Johnson,Republican,House,Louisiana,Louisiana 4,1,391
1673718032845660,Rick John for Congress,figure,politician,https://www.facebook.com/RickJohnforCongress/,Rick John,Republican,House,Louisiana,Louisiana 4,1,NA
990186434407571,Dr. Trey Baucum,figure,politician,https://www.facebook.com/DrTreyBaucum/,Trey Baucum,Republican,House,Louisiana,Louisiana 4,1,220
1084646461625970,Billy Burkette for Congress,figure,politician,https://www.facebook.com/bbforcongress/,Billy Burkette,Republican,House,Louisiana,Louisiana 5,1,NA
1405706393048210,Ralph Abraham,figure,politician,https://www.facebook.com/RalphLeeAbraham/,Ralph Abraham,Republican,House,Louisiana,Louisiana 5,1,NA
1577023949181910,Congressman Ralph Abraham,figure,politician,https://www.facebook.com/CongressmanRalphAbraham/,Ralph Abraham,Republican,House,Louisiana,Louisiana 5,0,NA
369885249858230,Congressman Garret Graves,figure,politician,https://www.facebook.com/CongressmanGarretGraves/,Garret Graves,Republican,House,Louisiana,Louisiana 6,0,1
662684547112113,Garret Graves,figure,politician,https://www.facebook.com/garretngraves/,Garret Graves,Republican,House,Louisiana,Louisiana 6,1,1
316281119675,"Paul LePage, Maine's Governor",figure,politician,https://www.facebook.com/mainesgov/,Paul LePage,Republican,Governor,Maine,Maine,1,106
142803045874943,"Senator Angus S. King, Jr.",figure,politician,https://www.facebook.com/SenatorAngusSKingJr/,Angus King,Independent,Senate,Maine,Maine,1,154
344010372303511,Angus King,figure,politician,https://www.facebook.com/angusformaine/,Angus King,Independent,Senate,Maine,Maine,0,73
7593313361,U.S. Senator Susan Collins,figure,politician,https://www.facebook.com/susancollins/,Susan Collins,Republican,Senate,Maine,Maine,1,267
419237048158257,Senator Susan Collins,figure,politician,https://www.facebook.com/collins4senator/,Susan Collins,Republican,Senate,Maine,Maine,0,1
91529332807,Congresswoman Chellie Pingree,figure,politician,https://www.facebook.com/ChelliePingree/,Chellie Pingree,Democratic,House,Maine,Maine 1,1,149
7536934917,Chellie Pingree,figure,politician,https://www.facebook.com/PingreeForCongress/,Chellie Pingree,Democratic,House,Maine,Maine 1,0,90
217000091739799,Bruce Poliquin,figure,politician,https://www.facebook.com/BrucePoliquin/,Bruce Poliquin,Republican,House,Maine,Maine 2,0,255
391924704317377,Congressman Bruce Poliquin,figure,politician,https://www.facebook.com/RepPoliquin/,Bruce Poliquin,Republican,House,Maine,Maine 2,1,414
136728379863031,Honorable Emily Cain,figure,politician,https://www.facebook.com/EmilyCainforCongress/,Emily Cain,Democratic,House,Maine,Maine 2,1,653
907931509251615,Larry Hogan,figure,politician,https://www.facebook.com/larryhoganmd/,Larry Hogan,Republican,Governor,Maryland,Maryland,1,2208
28684115392,Martin O'Malley,figure,politician,https://www.facebook.com/MartinOMalley/,Martin J. O'Malley,Democratic,Governor,Maryland,Maryland,1,66
7945831694,Ben Cardin,figure,politician,https://www.facebook.com/bencardin/,Ben Cardin,Democratic,Senate,Maryland,Maryland,0,1
120421834675191,Senator Ben Cardin,figure,politician,https://www.facebook.com/senatorbencardin/,Ben Cardin,Democratic,Senate,Maryland,Maryland,1,182
7320486731,Chris Van Hollen,figure,politician,https://www.facebook.com/VanHollenForMD/,Chris Van Hollen,Democratic,Senate,Maryland,Maryland,1,688
109304033877,Chris Van Hollen,figure,politician,https://www.facebook.com/chrisvanhollen/,Chris Van Hollen,Republican,Senate,Maryland,Maryland,0,154
965990056797158,Kathy Szeliga,figure,politician,https://www.facebook.com/kathy.szeliga/,Kathy Szeliga,Republican,Senate,Maryland,Maryland,1,2
1678336319061570,Margaret Flowers MD,figure,politician,https://www.facebook.com/MargaretFlowersMD/,Margaret Flowers,Green,Senate,Maryland,Maryland,1,NA
113771221981233,Andy Harris,figure,politician,https://www.facebook.com/harrisforcongress/,Andy Harris,Republican,House,Maryland,Maryland 1,0,244
508912729153334,"Rep. Andy Harris, M.D.",figure,politician,https://www.facebook.com/AndyHarrisMD/,Andy Harris,Republican,House,Maryland,Maryland 1,1,542
599006243505148,Joe Werner,figure,politician,https://www.facebook.com/joewerner4md/,Joe Werner,Democratic,House,Maryland,Maryland 1,1,145
184756771570504,Dutch Ruppersberger,figure,politician,https://www.facebook.com/DutchRupp/,Dutch Ruppersberger,Democratic,House,Maryland,Maryland 2,1,324
184854668287658,Dutch Ruppersberger,figure,politician,https://www.facebook.com/DutchForCongress/,Dutch Ruppersberger,Democratic,House,Maryland,Maryland 2,0,1
114563418575253,Pat McDonough,figure,politician,https://www.facebook.com/patmcdonoughmd/,Pat McDonough,Republican,House,Maryland,Maryland 2,1,6
476682352533832,"Nnabu Eze for Congress, Maryland 3rd District",figure,politician,https://www.facebook.com/Nnabu-Eze-for-Congress-Maryland-3rd-District-476682352533832/,Eze Nnabu,Green,House,Maryland,Maryland 3,1,13
277056462374344,Congressman John Sarbanes,figure,politician,https://www.facebook.com/RepSarbanes/,John Sarbanes,Democratic,House,Maryland,Maryland 3,1,3
22429695864,John Sarbanes,figure,politician,https://www.facebook.com/JSarbanes/,John Sarbanes,Democratic,House,Maryland,Maryland 3,0,1
564744297000030,Mark Plaster MD,figure,politician,https://www.facebook.com/markplastermd/,Mark Plaster,Republican,House,Maryland,Maryland 3,1,746
17901934974,Anthony G. Brown,figure,politician,https://www.facebook.com/AnthonyBrown.Maryland/,Anthony G. Brown,Democratic,House,Maryland,Maryland 4,1,174
107297211756,Congresswoman Donna F. Edwards,figure,politician,https://www.facebook.com/CongresswomanDonnaFEdwards/,Donna Edwards,Democratic,House,Maryland,Maryland 4,1,6
1079184025441630,Donna Edwards,figure,politician,https://www.facebook.com/donnaedwardsforsenate/,Donna Edwards,Democratic,House,Maryland,Maryland 4,0,NA
588687641211664,George McDermott 2014,figure,politician,https://www.facebook.com/gmcdermott2016/,George McDermott,Republican,House,Maryland,Maryland 4,1,1
282861997886,Democratic Whip Steny Hoyer,figure,politician,https://www.facebook.com/WhipHoyer/,Steny Hoyer,Democratic,House,Maryland,Maryland 5,1,1185
7845419973,Steny Hoyer,figure,politician,https://www.facebook.com/hoyerforcongress/,Steny Hoyer,Democratic,House,Maryland,Maryland 5,0,1
398469707013783,Amie Hoeber for Maryland,figure,politician,https://www.facebook.com/amieforcongress/,Amie Hoeber,Republican,House,Maryland,Maryland 6,1,762
227809447291840,John Delaney for Congress,figure,politician,https://www.facebook.com/johndelaneyforcongress/,John Delaney,Democratic,House,Maryland,Maryland 6,0,2
324527257655694,Congressman John K. Delaney,figure,politician,https://www.facebook.com/congressmanjohndelaney/,John Delaney,Democratic,House,Maryland,Maryland 6,1,3
532613756943346,Corrogan R Vaughn,figure,politician,https://www.facebook.com/Corrogan-R-Vaughn-532613756943346/,Corrogan Vaughn,Republican,House,Maryland,Maryland 7,1,2
291368465380,Representative Elijah E. Cummings,figure,politician,https://www.facebook.com/elijahcummings/,Elijah Cummings,Democratic,House,Maryland,Maryland 7,1,62
175047566018019,Elijah Cummings,figure,politician,https://www.facebook.com/elijah.cummings.10/,Elijah Cummings,Democratic,House,Maryland,Maryland 7,0,1
134056453620175,"Myles Hoenig for U.S. Congress, Maryland 7th District",figure,politician,https://www.facebook.com/hoenig2016/,Myles Hoenig,Green,House,Maryland,Maryland 7,1,113
1549271378732810,Dan Cox,figure,politician,https://www.facebook.com/dancox2018/,Dan Cox,Republican,House,Maryland,Maryland 8,1,NA
297987334762,Jamie Raskin,figure,politician,https://www.facebook.com/raskin.jamie/,Jamie Raskin,Democratic,House,Maryland,Maryland 8,1,13
1406085866071060,Rep. Jamie Raskin,figure,politician,https://www.facebook.com/RepRaskin/,Jamie Raskin,Democratic,House,Maryland,Maryland 8,0,NA
1519727021690180,Jasen Wunder,figure,politician,https://www.facebook.com/Jasen-Wunder-1519727021690185/,Jasen Wunder,Libertarian,House,Maryland,Maryland 8,1,NA
204888503200611,Nancy Wallace for Congress,figure,politician,https://www.facebook.com/nancywallaceforcongress/,Nancy Wallace,Green,House,Maryland,Maryland 8,1,101
124614346858,Charlie Baker,figure,politician,https://www.facebook.com/CharlieBakerMA/,Charlie Baker,Republican,Governor,Massachusetts,Massachusetts,1,65
6290032613,Devial Patrick,figure,politician,https://www.facebook.com/GovernorPatrick/,Devial Patrick,Democratic,Governor,Massachusetts,Massachusetts,1,1
303167829786891,Ed Markey,figure,politician,https://www.facebook.com/EdMarkeyforMA/,Ed Markey,Republican,Senate,Massachusetts,Massachusetts,1,56
38471053686,Elizabeth Warren,figure,politician,https://www.facebook.com/ElizabethWarren/,Elizabeth Warren,Democratic,Senate,Massachusetts,Massachusetts,0,185
131559043673264,U.S. Senator Elizabeth Warren,figure,politician,https://www.facebook.com/senatorelizabethwarren/,Elizabeth Warren,Democratic,Senate,Massachusetts,Massachusetts,1,340
325642654132598,Congressman Richard Neal,figure,politician,https://www.facebook.com/reprichardneal/,Richard Neal,Democratic,House,Massachusetts,Massachusetts 1,1,143
388547605724,Richard Neal,figure,politician,https://www.facebook.com/NealforCongress/,Richard Neal,Democratic,House,Massachusetts,Massachusetts 1,0,35
7609325759,Jim McGovern,figure,politician,https://www.facebook.com/McGovernForCongress/,Jim McGovern,Democratic,House,Massachusetts,Massachusetts 2,0,1
148299805224565,Congressman Jim McGovern,figure,politician,https://www.facebook.com/RepJimMcGovern/,Jim McGovern,Democratic,House,Massachusetts,Massachusetts 2,1,2
131079823624873,Congresswoman Niki Tsongas,figure,politician,https://www.facebook.com/RepTsongas/,Niki Tsongas,Democratic,House,Massachusetts,Massachusetts 3,1,961
308919414191,Niki Tsongas,figure,politician,https://www.facebook.com/nikitsongas/,Niki Tsongas,Democratic,House,Massachusetts,Massachusetts 3,0,3
301936109927957,Congressman Joe Kennedy III,figure,politician,https://www.facebook.com/CongressmanJoeKennedyIII/,Joe Kennedy,Democratic,House,Massachusetts,Massachusetts 4,1,103
268422159843522,Joseph P. Kennedy III,figure,politician,https://www.facebook.com/Joseph-P-Kennedy-III-268422159843522/,Joe Kennedy,Democratic,House,Massachusetts,Massachusetts 4,0,1
358951317539562,Katherine Clark,figure,politician,https://www.facebook.com/KatherineClarkForCongress/,Katherine Clark,Democratic,House,Massachusetts,Massachusetts 5,1,110
1408040802774780,Congresswoman Katherine Clark,figure,politician,https://www.facebook.com/CongresswomanClark/,Katherine Clark,Democratic,House,Massachusetts,Massachusetts 5,0,NA
719503044815107,Congressman Seth Moulton,figure,politician,https://www.facebook.com/RepMoulton/,Seth Moulton,Democratic,House,Massachusetts,Massachusetts 6,1,201
269499756522301,Seth Moulton,figure,politician,https://www.facebook.com/SethMoultonForCongress/,Seth Moulton,Democratic,House,Massachusetts,Massachusetts 6,0,174
151168844937573,Representative Michael E. Capuano,figure,politician,https://www.facebook.com/RepMichaelCapuano/,Mike Capuano,Democratic,House,Massachusetts,Massachusetts 7,1,141
159146399594,Mike Capuano,figure,politician,https://www.facebook.com/mecapuano/,Mike Capuano,Democratic,House,Massachusetts,Massachusetts 7,0,27
133720816696865,Representative Stephen F. Lynch,figure,politician,https://www.facebook.com/repstephenlynch/,Stephen Lynch,Democratic,House,Massachusetts,Massachusetts 8,1,100
544559152234818,Stephen F. Lynch,figure,politician,https://www.facebook.com/lynch.stephen/,Stephen Lynch,Democratic,House,Massachusetts,Massachusetts 8,0,1
193217097766,Bill Keating,figure,politician,https://www.facebook.com/ElectBillKeating/,Bill Keating,Democratic,House,Massachusetts,Massachusetts 9,1,52
474001686122720,On The Mark,figure,politician,https://www.facebook.com/OnTheMarkAlliegro/,Mark Alliegro,Republican,House,Massachusetts,Massachusetts 9,1,3
7983691791,Jennifer Granholm,figure,politician,https://www.facebook.com/jennifergranholm/,Jennifer Granholm,Democratic,Governor,Michigan,Michigan,1,162
93955318358,Governor Rick Snyder,figure,politician,https://www.facebook.com/GovernorRickSnyder/,Rick Snyder,Republican,Governor,Michigan,Michigan,1,625
289309404541929,Rick Snyder,figure,politician,https://www.facebook.com/RelentlessPositiveAction/,Rick Snyder,Republican,Governor,Michigan,Michigan,0,47
8408030527,Debbie Stabenow,figure,politician,https://www.facebook.com/stabenow/,Debbie Stabenow,Democratic,Senate,Michigan,Michigan,1,42
6713653788,Gary Peters,figure,politician,https://www.facebook.com/PetersForMichigan/,Gary Peters,Democratic,Senate,Michigan,Michigan,0,1
88851604323,Senator Gary Peters,figure,politician,https://www.facebook.com/SenGaryPeters/,Gary Peters,Democratic,Senate,Michigan,Michigan,1,373
